stop_id,search_details_id,search_details_type,search_details_description,,
1466906,1650808,ActionTaken,Citation,,
1466908,1650810,ActionTaken,Verbal Warning,,
1466912,1650814,ActionTaken,Citation,,
1466914,1650816,ActionTaken,Citation,,
1467030,1650938,ActionTaken,Verbal Warning,,
1467032,1650940,ActionTaken,Verbal Warning,,
1467035,1650943,ActionTaken,Citation,,
1466921,1650823,ActionTaken,Other,,
1466921,1650824,ActionTakenOther,ARREST,,
1466921,1650825,SearchType,Driver,,
1466921,1650826,SearchBasis,Search incident to Arrest,,
1466915,1650817,ActionTaken,Written Warning,,
1467034,1650942,ActionTaken,Citation,,
1466918,1650820,ActionTaken,Verbal Warning,,
1467037,1650945,ActionTaken,Citation,,
1467033,1650941,ActionTaken,Verbal Warning,,
1466916,1650818,ActionTaken,Verbal Warning,,
1466917,1650819,ActionTaken,Verbal Warning,,
1467036,1650944,ActionTaken,Verbal Warning,,
1466919,1650821,ActionTaken,Verbal Warning,,
1467038,1650946,ActionTaken,Verbal Warning,,
1467039,1650947,ActionTaken,Citation,,
1466920,1650822,ActionTaken,Citation,,
1466927,1650832,ActionTaken,Citation,,
1466922,1650827,ActionTaken,Verbal Warning,,
1466924,1650829,ActionTaken,Verbal Warning,,
1466923,1650828,ActionTaken,Verbal Warning,,
1466925,1650830,ActionTaken,Verbal Warning,,
1466926,1650831,ActionTaken,Verbal Warning,,
1466929,1650834,ActionTaken,Citation,,
1466928,1650833,ActionTaken,Verbal Warning,,
1466930,1650835,ActionTaken,Citation,,
1466931,1650836,ActionTaken,FI,,
1466932,1650837,ActionTaken,Citation,,
1466933,1650838,ActionTaken,Verbal Warning,,
1466935,1650840,ActionTaken,Verbal Warning,,
1466934,1650839,ActionTaken,Verbal Warning,,
1467218,1651152,ActionTaken,Citation,,
1467229,1651163,ActionTaken,Citation,,
1466936,1650841,ActionTaken,Verbal Warning,,
1466989,1650896,ActionTaken,Citation,,
1466937,1650842,ActionTaken,Written Warning,,
1466945,1650850,ActionTaken,Citation,,
1466947,1650853,ActionTaken,Verbal Warning,,
1466944,1650849,ActionTaken,Verbal Warning,,
1466991,1650898,ActionTaken,Written Warning,,
1466950,1650856,ActionTaken,Verbal Warning,,
1466979,1650885,ActionTaken,Citation,,
1466980,1650886,ActionTaken,Other,,
1466980,1650887,ActionTakenOther,NONE,,
1468421,1652378,ActionTaken,Written Warning,,
1466985,1650892,ActionTaken,Citation,,
1466981,1650888,ActionTaken,Citation,,
1466990,1650897,ActionTaken,Citation,,
1468422,1652379,ActionTaken,Citation,,
1466984,1650891,ActionTaken,Citation,,
1466983,1650890,ActionTaken,Verbal Warning,,
1466982,1650889,ActionTaken,Citation,,
1466994,1650901,ActionTaken,Citation,,
1466986,1650893,ActionTaken,Citation,,
1466987,1650894,ActionTaken,Citation,,
1466988,1650895,ActionTaken,Citation,,
1468423,1652380,ActionTaken,Citation,,
1469713,1653703,ActionTaken,Citation,,
1467001,1650908,ActionTaken,Citation,,
1468424,1652381,ActionTaken,Citation,,
1468424,1652381,SearchType,Vehicle,,
1468424,1652381,SearchBasis,Inventory Search,,
1466999,1650906,ActionTaken,Citation,,
1466992,1650899,ActionTaken,Citation,,
1468388,1652345,ActionTaken,Citation,,
1466997,1650904,ActionTaken,Citation,,
1468420,1652377,ActionTaken,Citation,,
1469712,1653702,ActionTaken,Citation,,
1466993,1650900,ActionTaken,Verbal Warning,,
1467219,1651153,ActionTaken,Citation,,
1468389,1652346,ActionTaken,Citation,,
1468406,1652363,ActionTaken,Citation,,
1466998,1650905,ActionTaken,Citation,,
1466996,1650903,ActionTaken,Verbal Warning,,
1467220,1651154,ActionTaken,Citation,,
1467221,1651155,ActionTaken,Citation,,
1467000,1650907,ActionTaken,Citation,,
1467002,1650909,ActionTaken,Written Warning,,
1468405,1652362,ActionTaken,Citation,,
1467222,1651156,ActionTaken,Citation,,
1468419,1652376,ActionTaken,Citation,,
1468394,1652351,ActionTaken,Citation,,
1467006,1650914,ActionTaken,Citation,,
1467003,1650910,ActionTaken,Citation,,
1468418,1652375,ActionTaken,Citation,,
1467009,1650917,ActionTaken,Citation,,
1467223,1651157,ActionTaken,Citation,,
1467004,1650911,ActionTaken,Verbal Warning,,
1467004,1650912,ActionTaken,FI,,
1468417,1652374,ActionTaken,Citation,,
1466995,1650902,ActionTaken,Citation,,
1467005,1650913,ActionTaken,Verbal Warning,,
1468407,1652364,ActionTaken,Citation,,
1468393,1652350,ActionTaken,Citation,,
1468428,1652385,ActionTaken,Citation,,
1467224,1651158,ActionTaken,Citation,,
1467010,1650918,ActionTaken,Citation,,
1467018,1650925,ActionTaken,Verbal Warning,,
1467007,1650915,ActionTaken,Verbal Warning,,
1467012,1650920,ActionTaken,Verbal Warning,,
1468401,1652358,ActionTaken,Citation,,
1467008,1650916,ActionTaken,Verbal Warning,,
1467011,1650919,ActionTaken,Verbal Warning,,
1468426,1652383,ActionTaken,Citation,,
1468402,1652359,ActionTaken,Citation,,
1468425,1652382,ActionTaken,Citation,,
1468415,1652372,ActionTaken,Citation,,
1467017,1650924,ActionTaken,Written Warning,,
1467013,NULL,NULL,NULL,,
1467014,1650921,ActionTaken,Written Warning,,
1468395,1652352,ActionTaken,Citation,,
1467019,1650926,ActionTaken,Citation,,
1467015,1650922,ActionTaken,Verbal Warning,,
1467016,1650923,ActionTaken,Verbal Warning,,
1468396,1652353,ActionTaken,Citation,,
1467225,1651159,ActionTaken,Citation,,
1468404,1652361,ActionTaken,Citation,,
1467020,1650927,ActionTaken,Citation,,
1467021,1650928,ActionTaken,Citation,,
1467023,1650930,ActionTaken,Citation,,
1467024,1650931,ActionTaken,Citation,,
1467226,1651160,ActionTaken,Citation,,
1467022,1650929,ActionTaken,Citation,,
1468392,1652349,ActionTaken,Citation,,
1468392,1652349,SearchType,Vehicle,,
1468392,1652349,SearchBasis,Inventory Search,,
1467027,1650934,ActionTaken,Other,,
1467027,1650935,ActionTakenOther,VERBAL DMV NOTICE OF SUSP,,
1468403,1652360,ActionTaken,Written Warning,,
1468399,1652356,ActionTaken,Citation,,
1467025,1650932,ActionTaken,Citation,,
1467026,1650933,ActionTaken,Verbal Warning,,
1468398,1652355,ActionTaken,Citation,,
1467029,1650937,ActionTaken,Verbal Warning,,
1467028,1650936,ActionTaken,Verbal Warning,,
1467031,1650939,ActionTaken,Citation,,
1468416,1652373,ActionTaken,Citation,,
1469708,1653698,ActionTaken,Written Warning,,
1469709,1653699,ActionTaken,Citation,,
1468400,1652357,ActionTaken,Citation,,
1469710,1653700,ActionTaken,Citation,,
1467041,1650949,ActionTaken,Written Warning,,
1467040,1650948,ActionTaken,Verbal Warning,,
1467042,1650950,ActionTaken,Verbal Warning,,
1469711,1653701,ActionTaken,Citation,,
1467044,1650952,ActionTaken,Verbal Warning,,
1467227,1651161,ActionTaken,Citation,,
1467045,1650953,ActionTaken,Written Warning,,
1467043,1650951,ActionTaken,Verbal Warning,,
1468390,1652347,ActionTaken,Citation,,
1467046,1650954,ActionTaken,Verbal Warning,,
1467228,1651162,ActionTaken,Written Warning,,
1467352,1651292,ActionTaken,Verbal Warning,,
1468397,1652354,ActionTaken,Citation,,
1467230,1651164,ActionTaken,Citation,,
1467047,1650955,ActionTaken,Citation,,
1467231,1651165,ActionTaken,Citation,,
1468414,1652371,ActionTaken,Citation,,
1468411,1652368,ActionTaken,Citation,,
1467048,1650956,ActionTaken,Verbal Warning,,
1468410,1652367,ActionTaken,Citation,,
1467049,NULL,NULL,NULL,,
1467050,1650957,ActionTaken,Citation,,
1467061,1650968,ActionTaken,Verbal Warning,,
1467054,1650961,ActionTaken,Citation,,
1467074,1650982,ActionTaken,Citation,,
1467056,1650963,ActionTaken,FI,,
1467057,1650964,ActionTaken,Citation,,
1467051,1650958,ActionTaken,Verbal Warning,,
1467053,1650960,ActionTaken,Citation,,
1467070,1650978,ActionTaken,Citation,,
1467055,1650962,ActionTaken,Citation,,
1467068,1650976,ActionTaken,Citation,,
1468409,1652366,ActionTaken,Citation,,
1467087,1650995,ActionTaken,FI,,
1467059,1650966,ActionTaken,Citation,,
1467058,1650965,ActionTaken,Verbal Warning,,
1467060,1650967,ActionTaken,FI,,
1467063,1650970,ActionTaken,Citation,,
1467151,1651066,ActionTaken,Citation,,
1467065,1650972,ActionTaken,Verbal Warning,,
1467065,1650973,ActionTaken,FI,,
1467232,1651166,ActionTaken,Citation,,
1468429,1652386,ActionTaken,Citation,,
1467062,1650969,ActionTaken,Verbal Warning,,
1467064,1650971,ActionTaken,Verbal Warning,,
1467066,1650974,ActionTaken,Verbal Warning,,
1467233,1651167,ActionTaken,Citation,,
1467067,1650975,ActionTaken,Written Warning,,
1467084,1650992,ActionTaken,Citation,,
1467069,1650977,ActionTaken,Citation,,
1467079,1650987,ActionTaken,Citation,,
1467072,1650980,ActionTaken,Citation,,
1467071,1650979,ActionTaken,Verbal Warning,,
1467073,1650981,ActionTaken,Citation,,
1467075,1650983,ActionTaken,Citation,,
1467127,1651043,ActionTaken,Citation,,
1467076,1650984,ActionTaken,Verbal Warning,,
1467077,1650985,ActionTaken,Citation,,
1467078,1650986,ActionTaken,Verbal Warning,,
1467081,1650989,ActionTaken,Citation,,
1467082,1650990,ActionTaken,Verbal Warning,,
1467088,1650996,ActionTaken,Citation,,
1467085,1650993,ActionTaken,Citation,,
1467080,1650988,ActionTaken,Verbal Warning,,
1467083,1650991,ActionTaken,Verbal Warning,,
1467090,1650998,ActionTaken,Verbal Warning,,
1467094,1651002,ActionTaken,Other,,
1467094,1651003,ActionTakenOther,4TH WAIVER SEARCH,,
1467094,1651004,SearchType,Passenger,,
1467094,1651005,SearchBasis,4th Waiver Search,,
1467086,1650994,ActionTaken,Verbal Warning,,
1467153,1651068,ActionTaken,Citation,,
1467154,1651069,ActionTaken,Citation,,
1467102,1651013,ActionTaken,Citation,,
1467089,1650997,ActionTaken,Citation,,
1467091,1650999,ActionTaken,Citation,,
1467092,1651000,ActionTaken,Citation,,
1467095,1651006,ActionTaken,Verbal Warning,,
1467098,1651009,ActionTaken,Citation,,
1467155,1651070,ActionTaken,Citation,,
1467093,1651001,ActionTaken,Citation,,
1467096,1651007,ActionTaken,Citation,,
1467099,1651010,ActionTaken,Citation,,
1467097,1651008,ActionTaken,Citation,,
1467100,1651011,ActionTaken,Written Warning,,
1467105,1651016,ActionTaken,Citation,,
1467103,1651014,ActionTaken,Verbal Warning,,
1467101,1651012,ActionTaken,Verbal Warning,,
1467104,1651015,ActionTaken,Verbal Warning,,
1467114,1651027,ActionTaken,Citation,,
1467156,1651071,ActionTaken,Citation,,
1467107,1651018,ActionTaken,Citation,,
1467108,1651019,ActionTaken,Citation,,
1467111,1651024,ActionTaken,Citation,,
1467106,1651017,ActionTaken,Verbal Warning,,
1467113,1651026,ActionTaken,Citation,,
1467124,1651036,ActionTaken,Verbal Warning,,
1467124,1651037,ActionTaken,FI,,
1467109,1651020,ActionTaken,FI,,
1467109,1651021,SearchType,Driver,,
1467109,1651022,SearchBasis,4th Waiver Search,,
1467110,1651023,ActionTaken,Verbal Warning,,
1467112,1651025,ActionTaken,Citation,,
1467115,1651028,ActionTaken,Citation,,
1467158,1651072,ActionTaken,FI,,
1467158,1651073,SearchType,Vehicle,,
1467158,1651074,SearchType,Driver,,
1467158,1651075,SearchType,Passenger,,
1467158,1651076,SearchBasis,4th Waiver Search,,
1467116,1651029,ActionTaken,Other,,
1467116,1651030,ActionTakenOther,NONE,,
1467117,1651031,ActionTaken,Verbal Warning,,
1467119,1651033,ActionTaken,Verbal Warning,,
1467118,1651032,ActionTaken,Written Warning,,
1467126,1651039,ActionTaken,Other,,
1467126,1651040,ActionTakenOther,MCT FOR PASSENGER,,
1467126,1651041,SearchType,Vehicle,,
1467126,1651042,SearchBasis,4th Waiver Search,,
1467121,NULL,NULL,NULL,,
1467122,1651035,ActionTaken,Verbal Warning,,
1467120,1651034,ActionTaken,Verbal Warning,,
1467123,NULL,NULL,NULL,,
1467125,1651038,ActionTaken,Verbal Warning,,
1467133,1651048,ActionTaken,Verbal Warning,,
1467128,1651044,ActionTaken,Citation,,
1467129,1651045,ActionTaken,Verbal Warning,,
1467134,1651049,ActionTaken,Verbal Warning,,
1467131,NULL,NULL,NULL,,
1467130,1651046,ActionTaken,Verbal Warning,,
1467132,1651047,ActionTaken,Verbal Warning,,
1467135,1651050,ActionTaken,Other,,
1467135,1651051,ActionTakenOther,ARREST,,
1467135,1651052,SearchType,Vehicle,,
1467135,1651053,SearchBasis,Consent Search,,
1467137,1651055,ActionTaken,Citation,,
1467136,1651054,ActionTaken,Citation,,
1467139,1651057,ActionTaken,Citation,,
1467171,1651089,ActionTaken,Verbal Warning,,
1467171,1651090,SearchType,Vehicle,,
1467171,1651091,SearchType,Driver,,
1467171,1651092,SearchType,Passenger,,
1467171,1651093,SearchBasis,Consent Search,,
1467138,1651056,ActionTaken,Citation,,
1468408,1652365,ActionTaken,Citation,,
1467140,1651058,ActionTaken,Verbal Warning,,
1467143,NULL,NULL,NULL,,
1467142,NULL,NULL,NULL,,
1467164,1651082,ActionTaken,Verbal Warning,,
1467141,1651059,ActionTaken,Verbal Warning,,
1467144,NULL,NULL,NULL,,
1467145,1651060,ActionTaken,Citation,,
1467146,1651061,ActionTaken,Verbal Warning,,
1467147,1651062,ActionTaken,Verbal Warning,,
1467162,1651080,ActionTaken,Citation,,
1467169,1651087,SearchType,Driver,,
1467169,1651088,SearchBasis,4th Waiver Search,,
1467202,1651123,ActionTaken,Citation,,
1467149,1651064,ActionTaken,Verbal Warning,,
1467148,1651063,ActionTaken,Verbal Warning,,
1467150,1651065,ActionTaken,Verbal Warning,,
1467203,1651124,ActionTaken,Citation,,
1467152,1651067,ActionTaken,Verbal Warning,,
1467157,NULL,NULL,NULL,,
1467159,1651077,ActionTaken,Verbal Warning,,
1467166,1651084,ActionTaken,Citation,,
1467160,1651078,ActionTaken,Verbal Warning,,
1467165,1651083,ActionTaken,Citation,,
1467176,1651098,ActionTaken,FI,,
1467163,1651081,ActionTaken,Verbal Warning,,
1467167,1651085,ActionTaken,Verbal Warning,,
1467168,1651086,ActionTaken,Verbal Warning,,
1467170,NULL,NULL,NULL,,
1467172,1651094,ActionTaken,Verbal Warning,,
1467174,1651096,ActionTaken,Citation,,
1467173,1651095,ActionTaken,Verbal Warning,,
1467180,NULL,NULL,NULL,,
1467191,1651114,ActionTaken,Citation,,
1467175,1651097,ActionTaken,Verbal Warning,,
1467502,1651452,ActionTaken,Verbal Warning,,
1467178,1651100,ActionTaken,Verbal Warning,,
1467179,1651101,ActionTaken,Citation,,
1467177,1651099,ActionTaken,Verbal Warning,,
1467182,1651103,ActionTaken,Verbal Warning,,
1467181,1651102,ActionTaken,Verbal Warning,,
1467184,1651105,ActionTaken,Verbal Warning,,
1467183,1651104,ActionTaken,Verbal Warning,,
1467193,1651115,ActionTaken,Citation,,
1467187,1651110,ActionTaken,Verbal Warning,,
1467188,1651111,ActionTaken,Citation,,
1467185,1651106,ActionTaken,Citation,,
1467185,1651107,SearchType,Vehicle,,
1467185,1651108,SearchBasis,Consent Search,,
1467189,1651112,ActionTaken,Citation,,
1467186,1651109,ActionTaken,Verbal Warning,,
1467190,1651113,ActionTaken,Citation,,
1467192,NULL,NULL,NULL,,
1467196,1651118,ActionTaken,Verbal Warning,,
1467194,1651116,ActionTaken,Citation,,
1467216,1651146,ActionTaken,Verbal Warning,,
1467216,1651147,ActionTaken,Other,,
1467216,1651148,ActionTakenOther,COMPANION OF SUSP 1016,,
1467216,1651149,SearchType,Vehicle,,
1467216,1651150,SearchBasis,Consent Search,,
1467195,1651117,ActionTaken,Verbal Warning,,
1468449,1652406,ActionTaken,Citation,,
1468438,1652395,ActionTaken,Citation,,
1468450,1652407,ActionTaken,Citation,,
1468439,1652396,ActionTaken,Citation,,
1468875,1652855,ActionTaken,Citation,,
1467351,1651291,ActionTaken,Citation,,
1467197,1651119,ActionTaken,Verbal Warning,,
1467379,1651319,ActionTaken,Citation,,
1467355,1651295,ActionTaken,Citation,,
1467367,1651307,ActionTaken,Verbal Warning,,
1467372,1651312,ActionTaken,Citation,,
1467524,1651479,ActionTaken,Written Warning,,
1467200,1651122,ActionTaken,Citation,,
1467400,1651338,ActionTaken,Other,,
1467400,1651339,ActionTakenOther,WARRANT ARREST,,
1467400,1651340,SearchType,Driver,,
1467400,1651341,SearchBasis,Search incident to Arrest,,
1467244,1651178,ActionTaken,Other,,
1467244,1651179,ActionTakenOther,ARREST,,
1467244,1651180,SearchType,Driver,,
1467244,1651181,SearchBasis,Search incident to Arrest, PERSON SEARCH,
1467201,NULL,NULL,NULL,,
1467198,1651120,ActionTaken,Citation,,
1467199,1651121,ActionTaken,Citation,,
1467204,1651125,ActionTaken,Verbal Warning,,
1467205,1651126,ActionTaken,Verbal Warning,,
1467207,1651130,ActionTaken,Verbal Warning,,
1467207,1651131,ActionTaken,FI,,
1467207,1651132,SearchType,Vehicle,,
1467207,1651133,SearchType,Driver,,
1467207,1651134,SearchBasis,Consent Search, 4TH WAIVER,
1467209,1651136,ActionTaken,Citation,,
1467208,1651135,ActionTaken,Citation,,
1467206,1651127,ActionTaken,Verbal Warning,,
1467206,1651128,SearchType,Vehicle,,
1467206,1651129,SearchBasis,4th Waiver Search,,
1467213,1651140,ActionTaken,Citation,,
1467213,1651141,SearchType,Vehicle,,
1467213,1651142,SearchType,Driver,,
1467213,1651143,SearchBasis,Consent Search,,
1467210,1651137,ActionTaken,Verbal Warning,,
1467211,1651138,ActionTaken,Citation,,
1467212,1651139,ActionTaken,Verbal Warning,,
1467214,1651144,ActionTaken,Verbal Warning,,
1468451,1652408,ActionTaken,Citation,,
1467215,1651145,ActionTaken,Verbal Warning,,
1468908,1652888,ActionTaken,Citation,,
1468913,1652892,ActionTaken,Citation,,
1468911,1652890,ActionTaken,Citation,,
1468762,1652742,ActionTaken,Citation,,
1467217,1651151,ActionTaken,Verbal Warning,,
1468761,1652741,ActionTaken,Citation,,
1468462,1652419,ActionTaken,Citation,,
1467545,1651500,ActionTaken,Citation,,
1467234,1651168,ActionTaken,Citation,,
1468899,1652879,ActionTaken,Citation,,
1468757,1652737,ActionTaken,Written Warning,,
1468827,1652807,ActionTaken,Citation,,
1467235,1651169,ActionTaken,Citation,,
1467237,1651171,ActionTaken,Citation,,
1467240,1651174,ActionTaken,Written Warning,,
1467238,1651172,ActionTaken,Verbal Warning,,
1467236,1651170,ActionTaken,Verbal Warning,,
1468775,1652755,ActionTaken,Citation,,
1468756,1652736,ActionTaken,Written Warning,,
1468898,1652878,ActionTaken,Citation,,
1468877,1652857,ActionTaken,Citation,,
1467239,1651173,ActionTaken,Verbal Warning,,
1467242,1651176,ActionTaken,Verbal Warning,,
1467241,1651175,ActionTaken,Citation,,
1467560,1651515,ActionTaken,Citation,,
1467243,1651177,ActionTaken,Written Warning,,
1468897,1652877,ActionTaken,Citation,,
1468876,1652856,ActionTaken,Citation,,
1467568,1651523,ActionTaken,Written Warning,,
1468823,1652803,ActionTaken,Written Warning,,
1468774,1652754,ActionTaken,Citation,,
1467249,1651186,ActionTaken,Citation,,
1468896,1652876,ActionTaken,Citation,,
1467250,1651187,ActionTaken,Citation,,
1467250,1651188,SearchType,Vehicle,,
1467250,1651189,SearchType,Driver,,
1467250,1651190,SearchBasis,Consent Search, INVENTORY,
1467569,1651524,ActionTaken,Verbal Warning,,
1468831,1652811,ActionTaken,Citation,,
1467246,1651183,ActionTaken,Verbal Warning,,
1467247,1651184,ActionTaken,Citation,,
1468789,1652769,ActionTaken,Citation,,
1467253,1651193,ActionTaken,Citation,,
1467245,1651182,ActionTaken,Verbal Warning,,
1467248,1651185,ActionTaken,Verbal Warning,,
1467252,1651192,ActionTaken,Citation,,
1468895,1652875,ActionTaken,Citation,,
1468879,1652859,ActionTaken,Citation,,
1467251,1651191,ActionTaken,Citation,,
1467255,1651195,ActionTaken,Verbal Warning,,
1468878,1652858,ActionTaken,Citation,,
1467254,1651194,ActionTaken,Verbal Warning,,
1468824,1652804,ActionTaken,Written Warning,,
1468894,1652874,ActionTaken,Citation,,
1468760,1652740,ActionTaken,Citation,,
1468759,1652739,ActionTaken,Citation,,
1467561,1651516,ActionTaken,Citation,,
1468830,1652810,ActionTaken,Citation,,
1468873,1652853,ActionTaken,Citation,,
1467256,1651196,ActionTaken,Verbal Warning,,
1468874,1652854,ActionTaken,Citation,,
1468747,1652728,ActionTaken,Citation,,
1468724,1652702,ActionTaken,Citation,,
1468909,1652889,ActionTaken,Citation,,
1468893,1652873,ActionTaken,Citation,,
1468843,1652823,ActionTaken,Citation,,
1467562,1651517,ActionTaken,Citation,,
1468884,1652864,ActionTaken,Citation,,
1468758,1652738,ActionTaken,Citation,,
1468748,1652729,ActionTaken,Citation,,
1467259,1651199,ActionTaken,Citation,,
1467262,1651201,ActionTaken,Verbal Warning,,
1467262,1651202,ActionTaken,Other,,
1467262,1651203,ActionTakenOther,PASSENGER DROVE VEHICLE ,,
1467257,1651197,ActionTaken,Verbal Warning,,
1468790,1652770,ActionTaken,Citation,,
1467258,1651198,ActionTaken,Verbal Warning,,
1468825,1652805,ActionTaken,Citation,,
1468725,1652703,ActionTaken,Citation,,
1468457,1652414,ActionTaken,Citation,,
1468749,1652730,ActionTaken,Citation,,
1468892,1652872,ActionTaken,Citation,,
1468855,1652835,ActionTaken,Citation,,
1468829,1652809,ActionTaken,Citation,,
1467260,1651200,ActionTaken,Verbal Warning,,
1468854,1652834,ActionTaken,Citation,,
1468811,1652791,ActionTaken,Citation,,
1468726,1652704,ActionTaken,Citation,,
1468458,1652415,ActionTaken,Citation,,
1467261,NULL,NULL,NULL,,
1468791,1652771,ActionTaken,Citation,,
1468891,1652871,ActionTaken,Citation,,
1468750,1652731,ActionTaken,Citation,,
1468767,1652747,ActionTaken,Citation,,
1468777,1652757,ActionTaken,Citation,,
1468869,1652849,ActionTaken,Citation,,
1468773,1652753,ActionTaken,Citation,,
1468459,1652416,ActionTaken,Written Warning,,
1467264,1651205,ActionTaken,Citation,,
1468793,1652773,ActionTaken,Citation,,
1467266,1651207,ActionTaken,Citation,,
1468778,1652758,ActionTaken,Citation,,
1468820,1652800,ActionTaken,Citation,,
1467263,1651204,ActionTaken,Written Warning,,
1468751,1652732,ActionTaken,Citation,,
1468794,1652774,ActionTaken,Citation,,
1468842,1652822,ActionTaken,Citation,,
1467265,1651206,ActionTaken,Citation,,
1468890,1652870,ActionTaken,Citation,,
1467268,1651209,ActionTaken,Verbal Warning,,
1468723,1652701,ActionTaken,Citation,,
1468810,1652790,ActionTaken,Citation,,
1467267,1651208,ActionTaken,Citation,,
1468779,1652759,ActionTaken,Citation,,
1468752,1652733,ActionTaken,Citation,,
1468441,1652398,ActionTaken,Citation,,
1467584,1651539,ActionTaken,FI,,
1468430,1652387,ActionTaken,Citation,,
1468819,1652799,ActionTaken,Citation,,
1468753,1652734,ActionTaken,Citation,,
1467395,1651334,ActionTaken,Citation,,
1468442,1652399,ActionTaken,Citation,,
1467270,1651211,ActionTaken,Verbal Warning,,
1467273,1651214,ActionTaken,Other,,
1467273,1651215,ActionTakenOther,DMV REEVAL,,
1468809,1652789,ActionTaken,Citation,,
1467269,1651210,ActionTaken,Verbal Warning,,
1467563,1651518,ActionTaken,Citation,,
1468856,1652836,ActionTaken,Citation,,
1467271,1651212,ActionTaken,Verbal Warning,,
1467275,1651217,ActionTaken,Verbal Warning,,
1467583,1651538,ActionTaken,Citation,,
1468727,1652705,ActionTaken,Citation,,
1468889,1652869,ActionTaken,Citation,,
1468808,1652788,ActionTaken,Citation,,
1467272,1651213,ActionTaken,Verbal Warning,,
1468715,1652693,ActionTaken,Written Warning,,
1468818,1652798,ActionTaken,Citation,,
1468443,1652400,ActionTaken,Citation,,
1468888,1652868,ActionTaken,Citation,,
1468848,1652828,ActionTaken,Citation,,
1467291,1651233,ActionTaken,Written Warning,,
1467274,1651216,ActionTaken,Citation,,
1468795,1652775,ActionTaken,Citation,,
1468883,1652863,ActionTaken,Verbal Warning,,
1468826,1652806,ActionTaken,Citation,,
1468788,1652768,ActionTaken,Citation,,
1468817,1652797,ActionTaken,Citation,,
1468885,1652865,ActionTaken,Written Warning,,
1468805,1652785,ActionTaken,Citation,,
1468780,1652760,ActionTaken,Written Warning,,
1468853,1652833,ActionTaken,Citation,,
1468446,1652403,ActionTaken,Citation,,
1468721,1652699,ActionTaken,Citation,,
1468768,1652748,ActionTaken,Citation,,
1468882,1652862,ActionTaken,Citation,,
1468796,1652776,ActionTaken,Citation,,
1468447,1652404,ActionTaken,Citation,,
1467276,1651218,ActionTaken,Citation,,
1468887,1652867,ActionTaken,Citation,,
1468868,1652848,ActionTaken,Citation,,
1467503,1651453,ActionTaken,Verbal Warning,,
1468816,1652796,ActionTaken,Citation,,
1468804,1652784,ActionTaken,Citation,,
1467564,1651519,ActionTaken,Citation,,
1467542,1651497,ActionTaken,Written Warning,,
1468722,1652700,ActionTaken,Citation,,
1468460,1652417,ActionTaken,Citation,,
1468782,1652762,ActionTaken,Citation,,
1468850,1652830,ActionTaken,Written Warning,,
1467290,1651232,ActionTaken,Written Warning,,
1468886,1652866,ActionTaken,Citation,,
1468803,1652783,ActionTaken,Citation,,
1467279,1651221,ActionTaken,Citation,,
1468797,1652777,ActionTaken,Citation,,
1468815,1652795,ActionTaken,Citation,,
1467565,1651520,ActionTaken,Citation,,
1467348,1651288,ActionTaken,Citation,,
1468852,1652832,ActionTaken,Written Warning,,
1468452,1652409,ActionTaken,Citation,,
1467315,1651256,ActionTaken,Written Warning,,
1467511,1651462,ActionTaken,Verbal Warning,,
1468814,1652794,ActionTaken,Citation,,
1467566,1651521,ActionTaken,Citation,,
1468857,1652837,ActionTaken,Citation,,
1468798,1652778,ActionTaken,Citation,,
1468437,1652394,ActionTaken,Citation,,
1467320,NULL,NULL,NULL,,
1468840,1652820,ActionTaken,Written Warning,,
1468860,1652840,ActionTaken,Citation,,
1468851,1652831,ActionTaken,Written Warning,,
1467543,1651498,ActionTaken,Written Warning,,
1468783,1652763,ActionTaken,Citation,,
1468858,1652838,ActionTaken,Citation,,
1468802,1652782,ActionTaken,Citation,,
1468813,1652793,ActionTaken,Citation,,
1468781,1652761,ActionTaken,Citation,,
1468881,1652861,ActionTaken,Citation,,
1468792,1652772,ActionTaken,Citation,,
1468859,1652839,ActionTaken,Citation,,
1468880,1652860,ActionTaken,Citation,,
1467346,1651286,ActionTaken,Citation,,
1468900,1652880,ActionTaken,Citation,,
1468716,1652694,ActionTaken,Written Warning,,
1467544,1651499,ActionTaken,Citation,,
1467347,1651287,ActionTaken,FI,,
1468772,1652752,ActionTaken,Citation,,
1468743,1652724,ActionTaken,Citation,,
1468812,1652792,ActionTaken,Citation,,
1467387,1651327,ActionTaken,Verbal Warning,,
1467567,1651522,ActionTaken,Citation,,
1467349,1651289,ActionTaken,Verbal Warning,,
1468436,1652393,ActionTaken,Citation,,
1467350,1651290,ActionTaken,Citation,,
1468837,1652817,ActionTaken,Citation,,
1468862,1652842,ActionTaken,Written Warning,,
1468871,1652851,ActionTaken,Citation,,
1468844,1652824,ActionTaken,Citation,,
1468776,1652756,ActionTaken,Citation,,
1468867,1652847,ActionTaken,Citation,,
1468440,1652397,ActionTaken,Citation,,
1468870,1652850,ActionTaken,Citation,,
1468784,1652764,ActionTaken,Citation,,
1468866,1652846,ActionTaken,Citation,,
1468770,1652750,ActionTaken,Citation,,
1468456,1652413,ActionTaken,Citation,,
1468845,1652825,ActionTaken,Citation,,
1468836,1652816,ActionTaken,Citation,,
1468839,1652819,ActionTaken,Written Warning,,
1468865,1652845,ActionTaken,Citation,,
1468863,1652843,ActionTaken,Written Warning,,
1468846,1652826,ActionTaken,Citation,,
