stop_id,search_details_id,search_details_type,search_details_description,,
1462923,1646722,ActionTaken,Citation,,
1460857,NULL,NULL,NULL,,
1460889,1644590,ActionTaken,Citation,,
1460905,1644606,ActionTaken,Other,,
1460905,1644607,ActionTakenOther,IMPOUND,,
1460905,1644608,SearchBasis,Inventory Search [Prior to Impound],,
1460904,1644605,ActionTaken,Verbal Warning,,
1460911,1644614,ActionTaken,Citation,,
1460885,1644586,ActionTaken,Verbal Warning,,
1460913,1644616,ActionTaken,Citation,,
1460924,1644626,ActionTaken,Citation,,
1460914,1644617,ActionTaken,Citation,,
1460912,1644615,ActionTaken,Verbal Warning,,
1460926,1644628,ActionTaken,Citation,,
1460931,1644632,ActionTaken,Citation,,
1460915,1644618,ActionTaken,Citation,,
1460916,1644619,ActionTaken,Citation,,
1460919,1644622,ActionTaken,Citation,,
1460927,1644629,ActionTaken,Citation,,
1460928,NULL,NULL,NULL,,
1460933,1644633,ActionTaken,Citation,,
1460918,1644621,ActionTaken,Verbal Warning,,
1460920,1644623,ActionTaken,Written Warning,,
1460922,NULL,NULL,NULL,,
1460921,1644624,ActionTaken,Verbal Warning,,
1460923,1644625,ActionTaken,Verbal Warning,,
1460925,1644627,ActionTaken,Citation,,
1460929,1644630,ActionTaken,Verbal Warning,,
1460930,1644631,ActionTaken,Verbal Warning,,
1460934,1644634,ActionTaken,Citation,,
1460938,1644638,ActionTaken,Verbal Warning,,
1460942,1644642,ActionTaken,Citation,,
1460932,NULL,NULL,NULL,,
1460935,1644635,ActionTaken,Verbal Warning,,
1460967,1644667,ActionTaken,Citation,,
1460936,1644636,ActionTaken,Verbal Warning,,
1460954,1644652,ActionTaken,Verbal Warning,,
1460947,NULL,NULL,NULL,,
1460998,1644697,ActionTaken,Verbal Warning,,
1461052,1644756,ActionTaken,Verbal Warning,,
1460979,1644677,ActionTaken,Citation,,
1460957,1644655,ActionTaken,Citation,,
1460960,1644657,ActionTaken,Citation,,
1460959,NULL,NULL,NULL,,
1460961,1644658,ActionTaken,Citation,,
1460955,1644653,ActionTaken,Verbal Warning,,
1460956,1644654,ActionTaken,Verbal Warning,,
1460963,1644660,ActionTaken,Citation,,
1460958,NULL,NULL,NULL,,
1460965,1644662,ActionTaken,Verbal Warning,,
1460965,1644663,SearchType,Vehicle,,
1460965,1644664,SearchType,Driver,,
1460965,1644665,SearchBasis,4th Waiver Search,,
1460969,1644668,ActionTaken,Citation,,
1461010,1644709,ActionTaken,Verbal Warning,,
1460966,1644666,ActionTaken,Citation,,
1460968,NULL,NULL,NULL,,
1461009,1644708,ActionTaken,Citation,,
1460974,1644672,ActionTaken,Verbal Warning,,
1460970,1644669,ActionTaken,Verbal Warning,,
1460971,1644670,ActionTaken,Verbal Warning,,
1460973,NULL,NULL,NULL,,
1460972,1644671,ActionTaken,Citation,,
1460975,1644673,ActionTaken,Citation,,
1460976,1644674,ActionTaken,Citation,,
1461081,1644795,ActionTaken,Citation,,
1463078,1646883,ActionTaken,Citation,,
1460977,1644675,ActionTaken,Written Warning,,
1460978,1644676,ActionTaken,Citation,,
1461080,1644794,ActionTaken,Citation,,
1461005,1644704,ActionTaken,Written Warning,,
1461088,1644802,ActionTaken,Citation,,
1461088,1644803,SearchType,Driver,,
1461088,1644804,SearchBasis,Consent Search,,
1460981,1644682,ActionTaken,Verbal Warning,,
1461095,1644821,ActionTaken,Citation,,
1460980,1644678,ActionTaken,Verbal Warning,,
1460980,1644679,ActionTaken,FI,,
1460980,1644680,SearchType,Driver,,
1460980,1644681,SearchBasis,4th Waiver Search,,
1461018,1644716,ActionTaken,Citation,,
1461018,1644717,SearchBasis,Inventory Search [Prior to Impound],,
1460999,1644698,ActionTaken,Citation,,
1460990,1644690,ActionTaken,Citation,,
1460993,NULL,NULL,NULL,,
1460984,1644685,ActionTaken,Citation,,
1460988,1644688,ActionTaken,Verbal Warning,,
1460992,1644692,ActionTaken,Verbal Warning,,
1460985,1644686,ActionTaken,Verbal Warning,,
1460989,1644689,ActionTaken,Verbal Warning,,
1460991,1644691,ActionTaken,Citation,,
1460987,NULL,NULL,NULL,,
1461004,1644703,ActionTaken,Citation,,
1460995,1644694,ActionTaken,Citation,,
1460994,1644693,ActionTaken,Verbal Warning,,
1461082,1644796,ActionTaken,Citation,,
1461003,1644702,ActionTaken,Citation,,
1461065,1644769,ActionTaken,Other,,
1461065,1644770,ActionTakenOther,ARREST,,
1460997,1644696,ActionTaken,Citation,,
1461007,1644706,ActionTaken,Verbal Warning,,
1461000,1644699,ActionTaken,Verbal Warning,,
1461083,1644797,ActionTaken,Citation,,
1460996,1644695,ActionTaken,Verbal Warning,,
1461002,1644701,ActionTaken,Verbal Warning,,
1461001,1644700,ActionTaken,Verbal Warning,,
1461024,1644725,ActionTaken,Citation,,
1461008,1644707,ActionTaken,Citation,,
1461011,1644710,ActionTaken,Citation,,
1461006,1644705,ActionTaken,Citation,,
1461089,1644805,ActionTaken,Citation,,
1461089,1644806,SearchType,Driver,,
1461089,1644807,SearchBasis,Consent Search,,
1461021,1644722,ActionTaken,Citation,,
1461022,1644723,ActionTaken,Citation,,
1461016,1644714,ActionTaken,Citation,,
1461014,NULL,NULL,NULL,,
1461013,1644712,ActionTaken,Citation,,
1463161,1646962,ActionTaken,Citation,,
1461023,1644724,ActionTaken,Citation,,
1461090,1644808,ActionTaken,Citation,,
1461090,1644809,SearchType,Driver,,
1461090,1644810,SearchBasis,Consent Search,,
1461017,1644715,ActionTaken,Citation,,
1461012,1644711,ActionTaken,Verbal Warning,,
1461073,1644782,ActionTaken,Verbal Warning,,
1461015,1644713,ActionTaken,Verbal Warning,,
1461020,1644719,ActionTaken,Citation,,
1461020,1644720,SearchType,Vehicle,,
1461020,1644721,SearchBasis,Odor of Contraband,,
1461019,1644718,ActionTaken,Verbal Warning,,
1461025,1644726,ActionTaken,Verbal Warning,,
1461027,1644728,ActionTaken,Verbal Warning,,
1461028,NULL,NULL,NULL,,
1461029,1644729,ActionTaken,Citation,,
1461033,1644732,ActionTaken,Citation,,
1461032,1644731,ActionTaken,Citation,,
1461030,1644730,ActionTaken,Verbal Warning,,
1461051,1644755,ActionTaken,Citation,,
1461041,1644740,ActionTaken,Citation,,
1461038,1644737,ActionTaken,Citation,,
1461042,1644741,ActionTaken,Citation,,
1461035,1644734,ActionTaken,Citation,,
1461036,1644735,ActionTaken,Citation,,
1461091,1644811,ActionTaken,Citation,,
1461091,1644812,SearchType,Driver,,
1461091,1644813,SearchBasis,Consent Search,,
1461044,1644743,ActionTaken,Citation,,
1461040,1644739,ActionTaken,Verbal Warning,,
1461039,1644738,ActionTaken,Verbal Warning,,
1461037,1644736,ActionTaken,Verbal Warning,,
1461047,1644746,ActionTaken,Citation,,
1461026,1644727,ActionTaken,Citation,,
1461094,1644820,ActionTaken,Citation,,
1461265,1644993,ActionTaken,Verbal Warning,,
1461269,1644997,ActionTaken,Verbal Warning,,
1461048,1644747,ActionTaken,Verbal Warning,,
1461048,1644748,ActionTaken,FI,,
1461048,1644749,SearchType,Vehicle,,
1461048,1644750,SearchType,Driver,,
1461048,1644751,SearchBasis,4th Waiver Search,,
1461046,1644745,ActionTaken,Citation,,
1461043,1644742,ActionTaken,Verbal Warning,,
1461280,1645008,ActionTaken,Verbal Warning,,
1461049,1644752,ActionTaken,Written Warning,,
1461279,1645007,ActionTaken,Verbal Warning,,
1461726,1645453,ActionTaken,Verbal Warning,,
1461286,1645017,ActionTaken,Citation,,
1461286,1645018,SearchType,Vehicle,,
1461286,1645019,SearchBasis,Inventory Search [Prior to Impound],,
1461284,1645012,ActionTaken,Citation,,
1461284,1645013,SearchType,Vehicle,,
1461284,1645014,SearchBasis,4th Waiver Search,,
1461282,1645010,ActionTaken,Citation,,
1461283,1645011,ActionTaken,Citation,,
1461964,1645681,ActionTaken,Citation,,
1461050,1644753,ActionTaken,Verbal Warning,,
1461050,1644754,ActionTaken,FI,,
1461053,1644757,ActionTaken,Verbal Warning,,
1461056,1644760,ActionTaken,Verbal Warning,,
1461058,1644761,ActionTaken,Citation,,
1461287,1645020,ActionTaken,Citation,,
1461054,1644758,ActionTaken,Citation,,
1461057,NULL,NULL,NULL,,
1461066,1644771,ActionTaken,Verbal Warning,,
1461066,1644772,SearchType,Vehicle,,
1461066,1644773,SearchType,Driver,,
1461066,1644774,SearchType,Passenger,,
1461066,1644775,SearchBasis,4th Waiver Search,,
1461060,1644762,ActionTaken,Citation,,
1461064,1644768,ActionTaken,Citation,,
1461061,1644763,ActionTaken,Citation,,
1461062,1644764,ActionTaken,Verbal Warning,,
1461062,1644765,SearchType,Vehicle,,
1461062,1644766,SearchBasis,4th Waiver Search,,
1461084,1644798,ActionTaken,Citation,,
1461063,1644767,ActionTaken,Verbal Warning,,
1461074,1644783,ActionTaken,Verbal Warning,,
1461074,1644784,ActionTaken,FI,,
1461067,1644776,ActionTaken,Verbal Warning,,
1461069,1644778,ActionTaken,Verbal Warning,,
1461071,1644780,ActionTaken,Verbal Warning,,
1461068,1644777,ActionTaken,Verbal Warning,,
1461070,1644779,ActionTaken,Verbal Warning,,
1461072,1644781,ActionTaken,Verbal Warning,,
1461097,1644823,ActionTaken,Other,,
1461097,1644824,ActionTakenOther,BOOKED,,
1461097,1644825,SearchType,Driver,,
1461097,1644826,SearchBasis,Search incident to Arrest,,
1461085,1644799,ActionTaken,Citation,,
1461075,1644785,ActionTaken,Verbal Warning,,
1461076,1644786,ActionTaken,Citation,,
1461686,1645412,ActionTaken,Other,,
1461686,1645413,ActionTakenOther,ARRESTED,,
1461686,1645414,SearchType,Vehicle,,
1461686,1645415,SearchType,Driver,,
1461686,1645416,SearchBasis,Search incident to Arrest,,
1461077,1644787,ActionTaken,Verbal Warning,,
1461077,1644788,ActionTaken,FI,,
1461077,1644789,SearchType,Vehicle,,
1461077,1644790,SearchType,Driver,,
1461077,1644791,SearchBasis,4th Waiver Search, SUBJ SAID HE HAD A 4TH WAIVER,
1461078,1644792,ActionTaken,Verbal Warning,,
1461086,1644800,ActionTaken,Citation,,
1461079,1644793,ActionTaken,Verbal Warning,,
1461087,1644801,ActionTaken,Verbal Warning,,
1461096,1644822,ActionTaken,Verbal Warning,,
1461117,1644845,ActionTaken,Citation,,
1461098,1644827,ActionTaken,Citation,,
1461100,1644829,ActionTaken,Citation,,
1461099,1644828,ActionTaken,Verbal Warning,,
1461101,1644830,ActionTaken,Verbal Warning,,
1461102,1644831,ActionTaken,Citation,,
1461103,1644832,ActionTaken,Citation,,
1461104,1644833,ActionTaken,Verbal Warning,,
1461113,1644843,ActionTaken,Citation,,
1461106,1644837,ActionTaken,Written Warning,,
1461105,1644834,ActionTaken,Verbal Warning,,
1461105,1644835,ActionTaken,Other,,
1461105,1644836,ActionTakenOther,DMV RE-EVAL SENT,,
1461121,1644849,ActionTaken,Citation,,
1461108,1644839,ActionTaken,Citation,,
1461107,1644838,ActionTaken,Verbal Warning,,
1461115,1644844,ActionTaken,Citation,,
1461109,1644840,ActionTaken,Citation,,
1461110,1644841,ActionTaken,Citation,,
1461111,NULL,NULL,NULL,,
1461112,1644842,ActionTaken,Citation,,
1461114,NULL,NULL,NULL,,
1461157,1644886,ActionTaken,Verbal Warning,,
1461118,1644846,ActionTaken,Citation,,
1461116,NULL,NULL,NULL,,
1461120,1644848,ActionTaken,Citation,,
1461119,1644847,ActionTaken,Citation,,
1461122,1644850,ActionTaken,Written Warning,,
1461123,1644851,ActionTaken,Citation,,
1461125,1644852,ActionTaken,Citation,,
1461125,1644853,SearchType,Vehicle,,
1461125,1644854,SearchBasis,Inventory Search [Prior to Impound],,
1461167,1644896,ActionTaken,Citation,,
1461191,1644919,ActionTaken,Citation,,
1461200,1644928,ActionTaken,Verbal Warning,,
1461192,1644920,ActionTaken,Verbal Warning,,
1461210,1644938,ActionTaken,Written Warning,,
1461253,1644981,ActionTaken,Citation,,
1461285,1645015,ActionTaken,Citation,,
1461285,1645016,SearchBasis,Consent Search,,
1461281,1645009,ActionTaken,Citation,,
1461288,1645021,ActionTaken,Verbal Warning,,
1461316,1645049,ActionTaken,Written Warning,,
1461323,1645056,ActionTaken,Verbal Warning,,
1461360,1645092,ActionTaken,Verbal Warning,,
1461412,1645145,ActionTaken,Citation,,
1461384,1645115,ActionTaken,Citation,,
1461384,1645116,SearchType,Vehicle,,
1461384,1645117,SearchBasis,Inventory Search [Prior to Impound],,
1461374,NULL,NULL,NULL,,
1461556,1645286,ActionTaken,Citation,,
1461556,1645287,SearchType,Vehicle,,
1461556,1645288,SearchBasis,Inventory Search [Prior to Impound],,
1461647,1645373,ActionTaken,Citation,,
1461669,1645393,ActionTaken,Citation,,
1461450,1645182,ActionTaken,Verbal Warning,,
1461449,1645181,ActionTaken,Verbal Warning,,
1461454,1645186,ActionTaken,Verbal Warning,,
1461474,1645205,ActionTaken,Citation,,
1461517,1645247,ActionTaken,Citation,,
1461670,1645394,ActionTaken,Citation,,
1461486,1645217,ActionTaken,FI,,
1461473,NULL,NULL,NULL,,
1461492,1645223,ActionTaken,Citation,,
1461516,NULL,NULL,NULL,,
1461596,1645328,ActionTaken,Citation,,
1461549,1645279,ActionTaken,Verbal Warning,,
1461568,1645299,ActionTaken,FI,,
1461568,1645300,SearchType,Vehicle,,
1461568,1645301,SearchBasis,4th Waiver Search,,
1461601,1645334,ActionTaken,Written Warning,,
1461562,NULL,NULL,NULL,,
1461598,1645330,ActionTaken,Written Warning,,
1461594,NULL,NULL,NULL,,
1461595,1645327,ActionTaken,FI,,
1461599,1645331,ActionTaken,Verbal Warning,,
1461599,1645332,ActionTaken,FI,,
1461600,1645333,ActionTaken,Verbal Warning,,
1461597,1645329,ActionTaken,Verbal Warning,,
1461671,1645395,ActionTaken,Citation,,
1461672,1645396,ActionTaken,Citation,,
1461602,NULL,NULL,NULL,,
1461603,1645335,ActionTaken,Written Warning,,
1461612,1645341,ActionTaken,FI,,
1461612,1645342,SearchType,Driver,,
1461612,1645343,SearchBasis,Consent Search,,
1461673,1645397,ActionTaken,Citation,,
1461605,NULL,NULL,NULL,,
1461607,1645338,ActionTaken,Citation,,
1461604,1645336,ActionTaken,Verbal Warning,,
1461606,1645337,ActionTaken,Verbal Warning,,
1461608,1645339,ActionTaken,Citation,,
1461674,1645398,ActionTaken,Citation,,
1461675,1645399,ActionTaken,Citation,,
1461609,NULL,NULL,NULL,,
1461614,1645345,ActionTaken,Citation,,
1461636,1645362,ActionTaken,Verbal Warning,,
1461613,1645344,ActionTaken,Verbal Warning,,
1461611,NULL,NULL,NULL,,
1461625,1645354,ActionTaken,Verbal Warning,,
1461610,1645340,ActionTaken,Verbal Warning,,
1461676,1645400,ActionTaken,Citation,,
1461618,1645348,ActionTaken,Citation,,
1461677,1645401,ActionTaken,Citation,,
1461616,NULL,NULL,NULL,,
1461646,1645372,ActionTaken,Citation,,
1461620,1645350,ActionTaken,Citation,,
1461615,1645346,ActionTaken,Verbal Warning,,
1461617,1645347,ActionTaken,FI,,
1461678,1645402,ActionTaken,Citation,,
1461623,1645352,ActionTaken,Citation,,
1461619,1645349,ActionTaken,Verbal Warning,,
1461621,NULL,NULL,NULL,,
1461622,1645351,ActionTaken,Citation,,
1461679,1645403,ActionTaken,Citation,,
1461649,1645375,ActionTaken,Citation,,
1461624,1645353,ActionTaken,Citation,,
1461627,1645355,ActionTaken,Verbal Warning,,
1461626,NULL,NULL,NULL,,
1461628,1645356,ActionTaken,Written Warning,,
1461632,1645358,ActionTaken,Citation,,
1461694,1645423,ActionTaken,Citation,,
1461630,NULL,NULL,NULL,,
1461629,1645357,ActionTaken,Verbal Warning,,
1461635,1645361,ActionTaken,Citation,,
1461634,1645360,ActionTaken,Verbal Warning,,
1461631,NULL,NULL,NULL,,
1461633,1645359,ActionTaken,Verbal Warning,,
1461637,1645363,ActionTaken,Verbal Warning,,
1461639,1645365,ActionTaken,Citation,,
1461640,1645366,ActionTaken,Verbal Warning,,
1461645,1645371,ActionTaken,Citation,,
1461638,1645364,ActionTaken,Verbal Warning,,
1461641,1645367,ActionTaken,Verbal Warning,,
1461643,1645369,ActionTaken,Citation,,
1461644,1645370,ActionTaken,Citation,,
1461751,1645477,ActionTaken,Citation,,
1461653,1645378,ActionTaken,Citation,,
1461653,1645379,SearchType,Vehicle,,
1461653,1645380,SearchBasis,Consent Search,,
1461642,1645368,ActionTaken,Verbal Warning,,
1461651,1645377,ActionTaken,Citation,,
1461648,1645374,ActionTaken,Citation,,
1461654,1645381,ActionTaken,Written Warning,,
1461652,NULL,NULL,NULL,,
1461650,1645376,ActionTaken,Verbal Warning,,
1461656,1645382,ActionTaken,Verbal Warning,,
1461655,NULL,NULL,NULL,,
1461657,1645383,ActionTaken,Citation,,
1461658,1645384,ActionTaken,Citation,,
1461659,NULL,NULL,NULL,,
1461693,1645422,ActionTaken,Citation,,
1461660,1645385,ActionTaken,Verbal Warning,,
1461714,1645441,ActionTaken,Citation,,
1461665,1645391,ActionTaken,Citation,,
1461661,1645386,ActionTaken,Citation,,
1461662,1645387,ActionTaken,Citation,,
1461663,NULL,NULL,NULL,,
1461664,1645388,ActionTaken,Verbal Warning,,
1461664,1645389,SearchType,Driver,,
1461664,1645390,SearchBasis,4th Waiver Search,,
1461666,NULL,NULL,NULL,,
1461685,1645411,ActionTaken,Verbal Warning,,
1461667,NULL,NULL,NULL,,
1461668,1645392,ActionTaken,Citation,,
1461681,1645404,ActionTaken,Citation,,
1461680,NULL,NULL,NULL,,
1461682,1645405,ActionTaken,Citation,,
1461745,1645471,ActionTaken,Citation,,
1461684,1645408,ActionTaken,Citation,,
1461684,1645409,SearchType,Driver,,
1461684,1645410,SearchBasis,Inventory Search [Prior to Impound],,
1461683,1645406,ActionTaken,Verbal Warning,,
1461683,1645407,ActionTaken,FI,,
1461688,1645417,ActionTaken,Verbal Warning,,
1461687,NULL,NULL,NULL,,
1461689,1645418,ActionTaken,Verbal Warning,,
1461691,1645420,ActionTaken,Verbal Warning,,
1461695,1645424,ActionTaken,Verbal Warning,,
1461692,1645421,ActionTaken,Citation,,
1461690,1645419,ActionTaken,Verbal Warning,,
1461697,1645426,ActionTaken,Citation,,
1461701,1645430,ActionTaken,Citation,,
1461703,1645431,ActionTaken,Verbal Warning,,
1461699,1645428,ActionTaken,Verbal Warning,,
1461696,1645425,ActionTaken,Verbal Warning,,
1461698,1645427,ActionTaken,Verbal Warning,,
1461753,1645479,ActionTaken,Other,,
1461753,1645480,ActionTakenOther,ARREST,,
1461753,1645481,SearchType,Vehicle,,
1461753,1645482,SearchBasis,Inventory Search [Prior to Impound],,
1461704,1645432,ActionTaken,Citation,,
1461700,1645429,ActionTaken,Verbal Warning,,
1461702,NULL,NULL,NULL,,
1461746,1645472,ActionTaken,Citation,,
1461705,1645433,ActionTaken,Verbal Warning,,
1461707,1645435,ActionTaken,Citation,,
1461718,1645444,ActionTaken,Verbal Warning,,
1461709,1645437,ActionTaken,Citation,,
1461708,1645436,ActionTaken,Citation,,
1461706,1645434,ActionTaken,Verbal Warning,,
1461713,1645440,ActionTaken,Citation,,
1461720,1645447,ActionTaken,Citation,,
1461711,1645438,ActionTaken,Citation,,
1461712,1645439,ActionTaken,Verbal Warning,,
1461717,1645443,ActionTaken,Citation,,
1461719,1645445,ActionTaken,Citation,,
1461719,1645446,SearchType,Driver,,
1461710,NULL,NULL,NULL,,
1461715,NULL,NULL,NULL,,
1461716,1645442,ActionTaken,Citation,,
1461721,1645448,ActionTaken,Verbal Warning,,
1461722,1645449,ActionTaken,Verbal Warning,,
1461723,1645450,ActionTaken,Citation,,
1461744,1645470,ActionTaken,Written Warning,,
1461724,1645451,ActionTaken,Verbal Warning,,
1461725,1645452,ActionTaken,Verbal Warning,,
1461748,1645474,ActionTaken,Citation,,
1461727,1645454,ActionTaken,Citation,,
1461728,1645455,ActionTaken,Verbal Warning,,
1461747,1645473,ActionTaken,Citation,,
1461729,1645456,ActionTaken,Verbal Warning,,
1461818,1645547,ActionTaken,Citation,,
1461823,1645551,ActionTaken,Citation,,
1461823,1645552,SearchType,Driver,,
1461823,1645553,SearchBasis,Inventory Search [Prior to Impound],,
1461819,1645548,ActionTaken,Verbal Warning,,
1461843,1645572,ActionTaken,Citation,,
1461730,1645457,ActionTaken,Verbal Warning,,
1461731,1645458,ActionTaken,Citation,,
1461732,1645459,ActionTaken,Verbal Warning,,
1461732,1645460,SearchBasis,4th Waiver Search,,
1461814,1645543,ActionTaken,Citation,,
1461734,1645462,ActionTaken,Verbal Warning,,
1461821,NULL,NULL,NULL,,
1461735,1645463,ActionTaken,Citation,,
1461733,1645461,ActionTaken,Verbal Warning,,
1461749,1645475,ActionTaken,Citation,,
1461736,NULL,NULL,NULL,,
1461739,1645466,ActionTaken,Verbal Warning,,
1461737,1645464,ActionTaken,Verbal Warning,,
1461741,NULL,NULL,NULL,,
1461738,1645465,ActionTaken,Verbal Warning,,
1461740,1645467,ActionTaken,Verbal Warning,,
1461979,1645706,ActionTaken,Verbal Warning,,
1461979,1645707,SearchType,Vehicle,,
1461979,1645708,SearchBasis,Consent Search,,
1461743,1645469,ActionTaken,Citation,,
1461742,1645468,ActionTaken,Verbal Warning,,
1461754,1645483,ActionTaken,Citation,,
1461750,1645476,ActionTaken,Citation,,
1461752,1645478,ActionTaken,Verbal Warning,,
1461755,1645484,ActionTaken,Citation,,
1461762,1645491,ActionTaken,Citation,,
1461763,1645492,ActionTaken,Citation,,
1461764,1645493,ActionTaken,Citation,,
1461756,1645485,ActionTaken,Written Warning,,
1461757,1645486,ActionTaken,Citation,,
1461759,1645488,ActionTaken,Citation,,
