cz,cz_name,cz_pop2000,cz_pop_black2000,cz_pop_hisp2000,cz_pop_white2000,kfr_pooled_p25,kfr_black_pooled_p25,kfr_white_pooled_p25,kir_black_female_p25,kir_black_female_p75,kir_black_male_p25,kir_black_male_p75,kir_hisp_female_p25,kir_hisp_female_p75,kir_hisp_male_p25,kir_hisp_male_p75,kir_white_female_p25,kir_white_female_p75,kir_white_male_p25,kir_white_male_p75
34902,Socorro,21621,100,9489,9483,38.33,33.38,47.2,,,,,37.41,49.97,43.97,61.69,41.05,48.25,50.91,64.61
35001,Phoenix,3303211,113353,825558,2175562,39.36,33.34,44.52,42.43,51.88,38.77,50.41,40.86,49.91,46.5,56.72,40.74,49.72,49.02,61.15
35002,Safford,42036,636,12735,23092,42.67,39.49,46.71,39.49,35.51,51.32,37.22,37.06,43.56,54.83,65.06,33.37,41,53.84,64.90000000000001
35100,Tucson,999882,29184,314717,596309,38.7,32.87,43.12,40.38,50.78,38.47,49.75,39.64,48.9,46.06,57.93,39.15,49.07,47.67,60.13
35201,Grand Junction,187857,686,20380,162055,45.36,38.26,47.52,46.2,50.69,45.4,43.52,37.22,48.15,50.42,59.15,37.9,48.01,52.17,63.43
35202,Gunnison,14746,55,712,13649,49.09,,50.94,,,,,44.71,54.36,56.11,64.53,42.43,51.7,54.35,63.43
35300,Farmington,168198,580,23328,97526,40.27,36.03,49.59,44.15,54.77,38.54,43.52,37.22,43.56,50.23,63.44,38.97,48.01,54.51,64.40000000000001
35401,Flagstaff,289883,1741,29243,217730,41.17,34.18,45.27,39.36,51.47,38.92,50.41,38.43,45.88,46.92,58.99,37.65,47.02,49.99,60.6
35402,Cortez,40087,50,2874,25897,44.9,40.15,47.79,,,,,38.93,38.57,50.98,56.56,36.5,43.88,53.3,65.81999999999999
35500,Gallup,241691,1244,20406,62379,33.44,37.9,47,42.22,57.63,40.87,54.93,37.76,47.11,45.06,55.72,36.4,41,52.17,63.56
35600,Hilo,148677,602,14111,44223,41.29,44.34,43.88,47.09,48.08,43.08,64.20999999999999,38.2,48.24,44.62,58.22,40.56,52.08,47.86,58.07
35701,Twin Falls,120807,143,14217,103370,45.21,37.6,47.34,36.09,43.65,42.9,57.36,36.97,46.89,51.18,61.33,37.8,46.17,52.17,62.5
35702,Burley,41590,54,9150,31534,46.32,,50.68,,,,,36.88,47,53.59,65.06,34.97,37.38,57.45,69.51000000000001
35801,Boise City,493970,3105,45151,425834,42.52,38.85,44.37,40.91,47.72,42.61,55.18,37.81,45.15,47.77,55.72,36.17,45.09,49.25,60.8
35802,Ontario,62170,398,11924,47480,43.16,43.41,45.72,,,60.29,41.67,39.16,42.75,47.2,53.63,36,43.88,50.35,64.34
35803,McCall,11127,4,204,10646,45.36,,46.85,,,,,22.2,51.81,40.14,51.95,38.22,48.8,50.66,57.62
35901,St. George,130138,298,6443,118613,47.16,40.38,48.94,23.07,57.63,44.02,52.19,35.38,39.49,48.68,62.51,32.86,37.38,53.3,65.18000000000001
35902,Price,54045,132,4175,48311,47.47,33.15,49.13,31.58,56.08,,,33.31,41.36,52.17,62.84,32.86,37.38,54.51,68.99
35903,Moab,8485,18,471,7568,46.15,,48.51,,,,,41.38,48.24,56.79,64.87000000000001,38.44,45.09,54.19,65.38
35904,Richfield,25012,59,681,23531,49.94,,51.42,,,,,33.82,37.69,53.59,68.06999999999999,34.37,37.38,57.45,69.87000000000001
35905,Loa,2509,4,50,2409,52.92,,53.22,,,,,,,,,31.88,45.09,57.66,65.29000000000001
36000,Provo,389179,1024,26899,347809,49.09,45.29,51.12,46.2,42.55,49.4,61.54,34.71,40.17,51.85,61.85,33.37,37.38,56.39,65.69
36100,Salt Lake City,1426729,14149,152098,1186697,46.02,36.8,48.69,39.14,47.72,43.55,54.24,38.51,45.56,48.04,60.03,37.29,41,54.02,66.08
36200,Logan,149590,400,9263,135311,49.45,50.54,51.42,59.97,52.02,48.1,54.33,35.06,40.69,52.37,60.72,33.63,37.38,55.59,66.77
36301,Pocatello,269722,929,21141,237003,45.57,32.92,48.51,41.48,44.75,38.05,50.57,36.52,42.34,52.06,58.66,34.06,41,53.16,64.99
36302,Salmon,12148,8,353,11552,49.45,,50.11,,,,,37.14,40.69,47.35,47.46,41.87,46.17,54.35,64.28
36303,Jackson,24250,31,1890,21878,49.94,,52.06,,,,,44.27,41.36,49.27,62.51,38.13,52.2,58.82,65.94
36401,Steamboat Springs,38860,51,2177,35834,49.45,40.81,50.4,,,,,39.4,49.44,56.11,55.61,38.61,48.75,56.9,66.63
36402,Vernal,39595,44,1402,34426,50.87,32.77,56.46,,,,,22.2,30.85,59.08,51.11,31.88,37.38,63.51,72.43000000000001
36403,Soda Springs,13715,9,443,13124,53.27,,55.11,,,,,42.13,42.34,57.93,68.64,34.53,37.38,63.51,67.56
36404,Rock Springs,80730,318,5110,73357,51.47,31.26,53.22,23.07,50.78,33.46,64.20999999999999,37.81,41.97,56.11,68.64,36.57,45.09,60.1,70.65000000000001
36501,Klamath Falls,151353,3953,14084,122125,42.88,35.14,44.83,37.22,45.83,44.02,57.36,40.06,49.7,49.08,61.85,39.15,49.17,48.09,62.86
36502,Burns,7609,9,316,6823,46.02,,49.44,,,,,29.75,73.87000000000001,54.83,54.91,39.86,52.46,53.84,61.1
36503,Lakeview,7422,8,404,6617,46.6,,48.69,,,,,47.76,41.36,45.43,45.49,39.56,50.42,51.38,68.69
36600,Redding,219295,1458,17869,185069,42.06,36.58,43.36,39.24,46.92,40.92,58.25,40.28,50.41,47.03,58.81,37.44,47.9,46.95,61.15
36700,Eureka,139540,1089,8727,114501,40.27,31.88,42.62,36.23,40.18,38.35,52.02,39.89,42.34,43.61,61.43,39.41,50.49,45.05,58.49
36800,Medford,256995,866,15355,230028,41.29,40.15,42.72,45.22,61.9,37.21,37.22,38.2,47,47.03,56.26,38.31,48.44,45.89,59.45
36901,Crescent City,48644,1198,4590,38500,40.27,38.26,41.42,,,41.02,63.53,36.18,42.34,47.77,54.06,36.27,43.88,45.38,58.07
36902,Roseburg,163178,334,5416,148918,41.06,39.91,42.01,31.58,41.16,50.29,57.87,38.43,46.75,46.34,56.72,36.5,47.54,47.22,59.71
37000,Modesto,729182,19461,243111,402502,41.42,34.53,44.52,40.57,48.23,37.36,47.98,39.51,47.69,48.18,57.05,37.9,48.44,48.65,61.02
37100,Bakersfield,661645,37845,254036,327190,42.52,33.07,45.5,39.64,49.7,38.77,52.11,40.75,48.45,53.05,61.43,36.08,47.02,51.38,64.28
37200,Fresno,1419998,60541,649458,582646,39.36,32.05,44.17,37.93,49.46,35.9,49.37,39.16,49.47,47.11,57.44,38.22,50.2,47.67,61.65
37300,Chico,387577,6117,65909,274982,42.06,32.77,43.27,38.27,54.46,35.52,53.35,39.89,52.8,48.8,58.99,37.38,49,46.73,61.1
37400,Sacramento,2570609,161997,464498,1596141,42.67,32.44,45.72,41.31,51.88,36.25,47.59,41.06,50.73,47.7,58.04,41.21,51.32,48.78,61.15
37500,San Jose,2393183,61195,685372,1098304,44.09,36.58,47.9,43.86,54.95,41.6,52.19,43.08,53.63,50.76,59.83,44.72,54.98,50.8,62.95
37601,Elko,61917,643,11174,45853,44.74,36.36,47.9,29.11,31.02,44.33,50.87,40.61,46.08,55.5,67.41,36.4,43.88,54.51,66.51000000000001
37602,Winnemucca,22799,434,4334,16648,44.49,27.57,47.79,,,,,40.86,45.74,60.53,68.64,38.72,47.24,54.19,66.26000000000001
37603,Portola,24379,136,1390,21683,43.52,26.49,45.63,,,,,34.36,46.89,47.11,58.73,39.56,49.79,49.86,62.07
37604,Reno,453825,8229,69801,340044,40.81,34.18,43.45,39.43,51.2,39.5,52.31,41.06,50.09,46.34,57.56,38.9,50.42,48.54,60.9
37700,Santa Rosa,603188,7796,100363,453200,42.36,38.26,45.27,46.2,49.7,39.79,46.73,41.95,51.91,48.68,58.56,42.06,52.64,48.09,61.51
37800,San Francisco,4642561,446614,832263,2306236,45.57,33.47,48.16,42.81,54.18,38.62,50.87,46.25,55.5,52.17,61.53,44.48,55.83,52,64.34
37901,Las Vegas,1568418,122633,322358,990953,39.11,31.35,42.49,40.27,49.46,36.94,46.73,41.38,48.04,46.92,57.17,38.61,46.75,47.51,58.86
37902,Reno,5071,235,428,3555,38.7,33.29,43.54,34.18,83.54000000000001,47.39,37.22,28.57,41.97,41.41,59.75,36.57,49,50.53,62.6
37903,Mammoth Lakes,30798,73,4531,23189,43.79,44.34,48.69,23.07,66.15000000000001,,,44.99,50.34,46.66,50.32,42.06,52.64,53.64,65.38
38000,San Diego,2813833,154487,750965,1548833,42.2,35.14,47.67,42.61,51.2,39.18,50.67,42.66,51.72,49.42,58.99,42.43,52.2,50.8,61.94
38100,Yuma,302387,8284,183589,99724,35.25,35.34,43.45,38.74,48.87,39.9,52.19,39.73,50.34,49.27,59.53,36.5,48.63,48.78,61.15
38200,Santa Barbara,646028,13128,176864,414923,43.52,36.36,47.67,40.57,49.7,39.36,53.78,43.08,53.14,50.23,57.05,42.06,50.88,51.38,61.65
38300,Los Angeles,16393360,1200354,6602908,6399667,43.02,32.68,47.52,41.76,51.93,37.57,49.59,44.27,51.31,49.84,58.66,43.57,51.79,50.35,61.94
38401,Lewiston,88546,173,1648,81906,44.49,39.91,46.27,29.11,50.01,45.07,49.37,36.88,48.35,42.84,49.36,38.54,50.14,51.23,62.39
38402,Pullman,75675,812,1959,67750,47.79,48.86,48.82,53.68,59.78,45.4,51.44,41.12,47.33,44.41,66.04000000000001,41.63,51.05,51.81,64.79000000000001
38501,Moses Lake,91126,673,30208,57249,43.52,34.29,46.27,36.65,56.86,38.69,56.78,41.19,47.95,50.98,64.27,36.33,47.24,50.91,66.40000000000001
38502,Wenatchee,99219,173,19264,76769,43.34,50.54,45.5,44.15,55.63,40.5,60.16,42.32,47.59,51.5,64.53,39.22,50.2,49.65,64.34
38601,Spokane,608317,6716,15533,554758,43.65,34.29,45.04,39.14,47.54,39,50.87,37.29,45.74,44.08,56.26,38.01,49,49.02,62.17
38602,Colville,86890,201,6632,69519,42.2,40.81,45.86,23.07,31.02,54.19,51.68,38.93,50.34,49.97,57.79,36.9,48.01,50.91,64.51000000000001
38700,Longview,220580,854,10236,196055,41.42,37.9,42.72,31.58,43.08,43.3,57.36,37.76,46.75,44.15,57.79,36.57,47.62,46.73,62.17
38801,Portland,1842889,49181,133825,1501923,42.06,33.38,44.02,40.68,52.68,38.84,51.25,40.06,47.76,47.57,57.93,38.85,49.54,48.9,61.65
38802,The Dalles,65297,157,8911,52504,42.43,39.49,44.7,32.63,38.88,54.19,62.88,41.95,51.31,50.42,63.05,38.61,48.8,49.25,62.17
38901,Eugene,936387,6408,86244,790861,40.68,34.62,42.72,40.19,50.01,40.06,53.78,38.85,47.22,46.5,55.93,37.9,48.63,47.34,60.8
38902,Newport,68741,155,3363,61346,40.93,38.26,42.24,46.2,66.15000000000001,37.29,45.48,39.16,50.23,43.35,60.34,37.73,47.9,47.34,59.57
39000,Yakima,255943,2069,81573,155558,41.06,34.43,44.83,36.35,43.08,37.52,52.31,41.74,50.34,48.4,59.66,37.65,50.42,48.65,63.8
39100,Kennewick,332609,3774,63802,249695,42.43,36.93,45.15,37.4,48,43.55,54.11,40.86,49.6,49.42,58.81,37.1,47.62,49.51,63.22
39201,La Grande,41271,154,992,38681,44.74,27.57,45.63,,,36.05,66.40000000000001,42.13,41.36,53.86,52.37,37.1,49.63,51.09,61.65
39202,Enterprise,7226,2,125,6918,47.16,,48.94,,,,,,,,,39.86,51.32,53.3,65.18000000000001
39203,Bend,153558,256,8758,137044,41.54,34.62,43.88,30.18,35.51,39.23,51.62,38.7,43.93,47.77,54.06,38.44,49.07,48.24,60.22
39204,Condon,3462,4,114,3270,45.05,,45.86,,,,,,,,,39.06,57.05,49.02,71.3
39205,John Day,7935,8,163,7506,46.32,,47.79,,,,,46.25,39.1,,,38.31,50.81,51.38,64.69
39301,Friday Harbor,14077,34,338,13187,46.6,,47.79,,,,,44.27,37.69,71.49,47.46,42.43,51.32,52.78,59.9
39302,Bellingham,166814,1065,8687,143842,44.25,34.29,47.52,36.09,38.88,38.35,60.16,36.63,45.56,48.54,52.67,39.15,47.54,52.34,64.19
39303,Port Angeles,90478,620,2738,80041,42.06,41.19,44.02,49.3,42.55,43.77,47.27,36.63,47.22,44.95,59.43,38.01,47.54,49.02,62.39
39400,Seattle,3775744,163066,201878,2928208,43.91,35.01,45.4,41.76,50.25,39.61,51.44,39.99,49.13,48.18,59.53,39.22,50.26,49.65,62.69
